name,category,school,1) Behjälplig,2) Obehjälplig,3) Oanvänd,subject,block
"30minutersmetoden",Hitta studiefokus,Varberg,4,25,26,Spanska,Nio
"Att undvika att bli störd",Hitta studiefokus,Borlänge,15,16,12,Franska,Tjugoåtta
"Att undvika att bli störd",Hitta studiefokus,Borås,29,18,25,Svenska,Fem
"Att undvika att bli störd",Hitta studiefokus,Enköping,12,2,6,Matematik,Tre
"Att undvika att bli störd",Hitta studiefokus,Enskede,2,7,12,Tyska,Tjugosex
"Att undvika att bli störd",Hitta studiefokus,Fruängen,20,18,9,Franska,Fem
"Att undvika att bli störd",Hitta studiefokus,Gävle,28,7,3,Matematik,Femton
"Att undvika att bli störd",Hitta studiefokus,Helsingborg,30,29,27,Engelska,Fem
"Att undvika att bli störd",Hitta studiefokus,Jönköping,30,3,28,Franska,Fyrtioett
"Att undvika att bli störd",Hitta studiefokus,Katrineholm,18,4,5,Engelska,Arton
"Att undvika att bli störd",Hitta studiefokus,Krokslätt,10,7,22,Franska,Tjugoåtta
"Att undvika att bli störd",Hitta studiefokus,Landskrona,30,22,3,Tyska,Fyrtioett
"Att undvika att bli störd",Hitta studiefokus,Linköping,11,14,29,Spanska,Trettioåtta
"Att undvika att bli störd",Hitta studiefokus,Lund,4,16,15,Svenska,Trettioett
"Att undvika att bli störd",Hitta studiefokus,Nacka,1,10,28,Engelska,Tjugonio
"Att undvika att bli störd",Hitta studiefokus,Norrköping,15,18,24,Spanska,Fem
"Att undvika att bli störd",Hitta studiefokus,Nyköping,9,8,20,Engelska,Tretton
"Att undvika att bli störd",Hitta studiefokus,Saltsjöbaden,20,21,22,Svenska,Trettiosex
"Att undvika att bli störd",Hitta studiefokus,Spånga,6,2,21,Franska,Fyrtiotvå
"Att undvika att bli störd",Hitta studiefokus,Trelleborg,14,18,22,Franska,Tre
"Att undvika att bli störd",Hitta studiefokus,Tumba,2,13,6,Engelska,Tjugoett
"Att undvika att bli störd",Hitta studiefokus,Tyresö,26,24,15,Spanska,Femton
"Att undvika att bli störd",Hitta studiefokus,Täby,25,5,21,Spanska,Trettio
"Att undvika att bli störd",Hitta studiefokus,Uppsala,25,21,23,Tyska,Ett
"Att undvika att bli störd",Hitta studiefokus,Uppsala Norra,3,16,18,Spanska,Fyrtioett
"Att undvika att bli störd",Hitta studiefokus,Varberg,30,24,29,Engelska,Nitton
"Byt format",Hitta studiefokus,Borlänge,1,5,16,Spanska,Ett
"Byt format",Hitta studiefokus,Borås,29,11,26,Matematik,Nio
"Byt format",Hitta studiefokus,Enköping,10,23,7,Matematik,Tjugotre
"Byt format",Hitta studiefokus,Enskede,24,21,13,Spanska,Nitton
"Byt format",Hitta studiefokus,Fruängen,6,4,28,Svenska,Fem
"Byt format",Hitta studiefokus,Gävle,21,19,3,Matematik,Arton
"Byt format",Hitta studiefokus,Helsingborg,24,22,10,Engelska,Tjugofyra
"Byt format",Hitta studiefokus,Jönköping,21,27,16,Tyska,Trettiotre
"Byt format",Hitta studiefokus,Katrineholm,15,1,5,Svenska,Trettiotvå
"Byt format",Hitta studiefokus,Krokslätt,16,19,11,Engelska,Femton
"Byt format",Hitta studiefokus,Landskrona,11,24,26,Tyska,Nio
"Byt format",Hitta studiefokus,Linköping,29,7,9,Tyska,Tio
"Byt format",Hitta studiefokus,Lund,27,22,9,Franska,Fyrtiotre
"Byt format",Hitta studiefokus,Nacka,14,9,30,Tyska,Tio
"Byt format",Hitta studiefokus,Norrköping,11,5,13,Franska,Trettiosex
"Byt format",Hitta studiefokus,Nyköping,1,17,11,Spanska,Ett
"Byt format",Hitta studiefokus,Saltsjöbaden,7,25,12,Engelska,Fyra
"Byt format",Hitta studiefokus,Spånga,9,30,3,Franska,Nio
"Byt format",Hitta studiefokus,Trelleborg,9,18,23,Tyska,Tjugofyra
"Byt format",Hitta studiefokus,Tumba,20,16,8,Engelska,Åtta
"Byt format",Hitta studiefokus,Tyresö,28,1,20,Spanska,Tjugonio
"Byt format",Hitta studiefokus,Täby,4,13,12,Tyska,Tjugofem
"Byt format",Hitta studiefokus,Uppsala,5,25,16,Spanska,Ett
"Byt format",Hitta studiefokus,Uppsala Norra,20,6,15,Engelska,Fyrtiotre
"Byt format",Hitta studiefokus,Varberg,9,13,30,Spanska,Fyrtiofem
"Håll fokus och skärp hela dagen",Hitta studiefokus,Borlänge,5,20,14,Svenska,Trettiotvå
"Håll fokus och skärp hela dagen",Hitta studiefokus,Borås,18,22,6,Franska,Sex
"Håll fokus och skärp hela dagen",Hitta studiefokus,Enköping,13,23,12,Franska,Elva
"Håll fokus och skärp hela dagen",Hitta studiefokus,Enskede,29,7,12,Spanska,Tjugosju
"Håll fokus och skärp hela dagen",Hitta studiefokus,Fruängen,4,3,2,Matematik,Sjutton
"Håll fokus och skärp hela dagen",Hitta studiefokus,Gävle,16,5,14,Svenska,Fyrtiofyra
"Håll fokus och skärp hela dagen",Hitta studiefokus,Helsingborg,11,8,13,Franska,Fyrtiofem
"Håll fokus och skärp hela dagen",Hitta studiefokus,Jönköping,2,30,14,Tyska,Tjugofyra
"Håll fokus och skärp hela dagen",Hitta studiefokus,Katrineholm,22,1,2,Tyska,Fyra
"Håll fokus och skärp hela dagen",Hitta studiefokus,Krokslätt,8,9,11,Matematik,Nitton
"Håll fokus och skärp hela dagen",Hitta studiefokus,Landskrona,26,16,5,Tyska,Trettiosex
"Håll fokus och skärp hela dagen",Hitta studiefokus,Linköping,20,30,6,Franska,Tretton
"Håll fokus och skärp hela dagen",Hitta studiefokus,Lund,19,28,27,Tyska,Femton
"Håll fokus och skärp hela dagen",Hitta studiefokus,Nacka,29,16,22,Tyska,Åtta
"Håll fokus och skärp hela dagen",Hitta studiefokus,Norrköping,10,19,2,Engelska,Tre
"Håll fokus och skärp hela dagen",Hitta studiefokus,Nyköping,21,9,10,Spanska,Trettiosex
"Håll fokus och skärp hela dagen",Hitta studiefokus,Saltsjöbaden,26,18,17,Franska,Ett
"Håll fokus och skärp hela dagen",Hitta studiefokus,Spånga,30,9,19,Franska,Fyrtio
"Håll fokus och skärp hela dagen",Hitta studiefokus,Trelleborg,12,9,26,Spanska,Tolv
"Håll fokus och skärp hela dagen",Hitta studiefokus,Tumba,3,6,27,Svenska,Tjugoåtta
"Håll fokus och skärp hela dagen",Hitta studiefokus,Tyresö,13,10,28,Franska,Fyrtiofyra
"Håll fokus och skärp hela dagen",Hitta studiefokus,Täby,1,7,4,Engelska,Fyrtio
"Håll fokus och skärp hela dagen",Hitta studiefokus,Uppsala,14,10,11,Engelska,Tjugoåtta
"Håll fokus och skärp hela dagen",Hitta studiefokus,Uppsala Norra,13,18,2,Svenska,Två
"Håll fokus och skärp hela dagen",Hitta studiefokus,Varberg,19,29,24,Franska,Trettiotvå
"Lär dig prioritera",Hitta studiefokus,Borlänge,1,9,4,Tyska,Tjugo
"Lär dig prioritera",Hitta studiefokus,Borås,13,2,7,Spanska,Fyrtiofyra
"Lär dig prioritera",Hitta studiefokus,Enköping,9,1,30,Spanska,Fyrtiofyra
"Lär dig prioritera",Hitta studiefokus,Enskede,22,5,23,Tyska,Tjugonio
"Lär dig prioritera",Hitta studiefokus,Fruängen,7,29,27,Franska,Trettioett
"Lär dig prioritera",Hitta studiefokus,Gävle,8,23,9,Svenska,Fyrtiotre
"Lär dig prioritera",Hitta studiefokus,Helsingborg,20,25,24,Matematik,Tjugotvå
"Lär dig prioritera",Hitta studiefokus,Jönköping,25,2,5,Engelska,Femton
"Lär dig prioritera",Hitta studiefokus,Katrineholm,18,9,12,Matematik,Nio
"Lär dig prioritera",Hitta studiefokus,Krokslätt,29,10,11,Tyska,Tjugosex
"Lär dig prioritera",Hitta studiefokus,Landskrona,2,30,9,Matematik,Tjugosex
"Lär dig prioritera",Hitta studiefokus,Linköping,1,25,6,Tyska,Elva
"Lär dig prioritera",Hitta studiefokus,Lund,29,15,28,Franska,Sex
"Lär dig prioritera",Hitta studiefokus,Nacka,5,23,11,Spanska,Arton
"Lär dig prioritera",Hitta studiefokus,Norrköping,18,5,22,Engelska,Sexton
"Lär dig prioritera",Hitta studiefokus,Nyköping,28,15,14,Spanska,Trettiofem
"Lär dig prioritera",Hitta studiefokus,Saltsjöbaden,28,27,21,Engelska,Tjugofyra
"Lär dig prioritera",Hitta studiefokus,Spånga,23,14,17,Spanska,Tjugosex
"Lär dig prioritera",Hitta studiefokus,Trelleborg,1,12,24,Tyska,Fyrtio
"Lär dig prioritera",Hitta studiefokus,Tumba,14,4,9,Matematik,Fyrtiotre
"Lär dig prioritera",Hitta studiefokus,Tyresö,24,2,22,Matematik,Fyrtio
"Lär dig prioritera",Hitta studiefokus,Täby,7,20,29,Svenska,Tjugofyra
"Lär dig prioritera",Hitta studiefokus,Uppsala,18,4,21,Franska,Fyrtiofyra
"Lär dig prioritera",Hitta studiefokus,Uppsala Norra,26,29,6,Svenska,Trettiotre
"Lär dig prioritera",Hitta studiefokus,Varberg,22,9,13,Matematik,Tjugoett
"Läs ett stycke i taget",Hitta studiefokus,Borlänge,5,10,8,Spanska,Fem
"Läs ett stycke i taget",Hitta studiefokus,Borås,25,1,20,Svenska,Tjugofyra
"Läs ett stycke i taget",Hitta studiefokus,Enköping,2,19,20,Engelska,Trettiosju
"Läs ett stycke i taget",Hitta studiefokus,Enskede,18,8,20,Engelska,Trettiofyra
"Läs ett stycke i taget",Hitta studiefokus,Fruängen,29,10,3,Svenska,Tjugofyra
"Läs ett stycke i taget",Hitta studiefokus,Gävle,17,11,27,Franska,Två
"Läs ett stycke i taget",Hitta studiefokus,Helsingborg,28,3,7,Spanska,Tjugotvå
"Läs ett stycke i taget",Hitta studiefokus,Jönköping,19,3,18,Spanska,Fyrtiofyra
"Läs ett stycke i taget",Hitta studiefokus,Katrineholm,5,18,14,Engelska,Tio
"Läs ett stycke i taget",Hitta studiefokus,Krokslätt,24,8,18,Engelska,Åtta
"Läs ett stycke i taget",Hitta studiefokus,Landskrona,16,19,20,Franska,Sexton
"Läs ett stycke i taget",Hitta studiefokus,Linköping,20,22,12,Engelska,Fyrtiofyra
"Läs ett stycke i taget",Hitta studiefokus,Lund,8,12,2,Spanska,Trettiofem
"Läs ett stycke i taget",Hitta studiefokus,Nacka,29,28,26,Spanska,Fyrtiotre
"Läs ett stycke i taget",Hitta studiefokus,Norrköping,22,24,3,Matematik,Trettiotvå
"Läs ett stycke i taget",Hitta studiefokus,Nyköping,30,27,15,Spanska,Trettiofem
"Läs ett stycke i taget",Hitta studiefokus,Saltsjöbaden,14,18,2,Svenska,Arton
"Läs ett stycke i taget",Hitta studiefokus,Spånga,19,17,26,Tyska,Trettioniio
"Läs ett stycke i taget",Hitta studiefokus,Trelleborg,2,12,7,Franska,Trettiofem
"Läs ett stycke i taget",Hitta studiefokus,Tumba,19,2,11,Spanska,Fyrtiofyra
"Läs ett stycke i taget",Hitta studiefokus,Tyresö,10,30,16,Franska,Tolv
"Läs ett stycke i taget",Hitta studiefokus,Täby,21,17,25,Matematik,Tio
"Läs ett stycke i taget",Hitta studiefokus,Uppsala,28,11,4,Tyska,Arton
"Läs ett stycke i taget",Hitta studiefokus,Uppsala Norra,28,19,8,Franska,Fyra
"Läs ett stycke i taget",Hitta studiefokus,Varberg,23,11,20,Franska,Trettiosju
"Spela in",Hitta studiefokus,Borlänge,23,18,6,Matematik,Fyrtiofem
"Spela in",Hitta studiefokus,Borås,22,18,27,Svenska,Tjugotvå
"Spela in",Hitta studiefokus,Enköping,12,6,17,Tyska,Nitton
"Spela in",Hitta studiefokus,Enskede,21,12,11,Franska,Åtta
"Spela in",Hitta studiefokus,Fruängen,12,13,26,Svenska,Fyra
"Spela in",Hitta studiefokus,Gävle,10,6,22,Matematik,Tjugo
"Spela in",Hitta studiefokus,Helsingborg,1,19,22,Engelska,Tjugofyra
"Spela in",Hitta studiefokus,Jönköping,9,1,29,Tyska,Trettiofem
"Spela in",Hitta studiefokus,Katrineholm,13,6,18,Engelska,Tjugo
"Spela in",Hitta studiefokus,Krokslätt,6,3,16,Svenska,Trettioåtta
"Spela in",Hitta studiefokus,Landskrona,21,4,11,Engelska,Tolv
"Spela in",Hitta studiefokus,Linköping,29,23,8,Franska,Fyrtio
"Spela in",Hitta studiefokus,Lund,2,17,23,Engelska,Tjugofem
"Spela in",Hitta studiefokus,Nacka,23,19,22,Svenska,Fyrtiofyra
"Spela in",Hitta studiefokus,Norrköping,19,20,15,Matematik,Nitton
"Spela in",Hitta studiefokus,Nyköping,24,21,10,Spanska,Trettio
"Spela in",Hitta studiefokus,Saltsjöbaden,29,28,14,Matematik,Tretton
"Spela in",Hitta studiefokus,Spånga,25,20,10,Svenska,Fyrtiofyra
"Spela in",Hitta studiefokus,Trelleborg,3,22,30,Matematik,Arton
"Spela in",Hitta studiefokus,Tumba,12,15,14,Franska,Fyrtiofyra
"Spela in",Hitta studiefokus,Tyresö,27,25,8,Svenska,Ett
"Spela in",Hitta studiefokus,Täby,20,11,21,Tyska,Sju
"Spela in",Hitta studiefokus,Uppsala,22,19,4,Tyska,Fyrtiotvå
"Spela in",Hitta studiefokus,Uppsala Norra,7,26,25,Svenska,Ett
"Spela in",Hitta studiefokus,Varberg,18,26,3,Tyska,Trettiofem
"Studiefokus hemma",Hitta studiefokus,Borlänge,22,5,9,Svenska,Fyrtio
"Studiefokus hemma",Hitta studiefokus,Borås,16,25,20,Franska,Tjugotre
"Studiefokus hemma",Hitta studiefokus,Enköping,30,24,29,Matematik,Trettiotvå
"Studiefokus hemma",Hitta studiefokus,Enskede,28,18,16,Tyska,Fyra
"Studiefokus hemma",Hitta studiefokus,Fruängen,27,23,26,Tyska,Sexton
"Studiefokus hemma",Hitta studiefokus,Gävle,12,27,16,Matematik,Trettiofem
"Studiefokus hemma",Hitta studiefokus,Helsingborg,4,15,5,Tyska,Trettiotre
"Studiefokus hemma",Hitta studiefokus,Jönköping,4,25,7,Tyska,Fyra
"Studiefokus hemma",Hitta studiefokus,Katrineholm,19,12,16,Franska,Tre
"Studiefokus hemma",Hitta studiefokus,Krokslätt,23,5,22,Spanska,Trettioett
"Studiefokus hemma",Hitta studiefokus,Landskrona,2,6,10,Matematik,Fyrtiofyra
"Studiefokus hemma",Hitta studiefokus,Linköping,12,13,2,Engelska,Tjugoåtta
"Studiefokus hemma",Hitta studiefokus,Lund,1,22,10,Tyska,Fjorton
"Studiefokus hemma",Hitta studiefokus,Nacka,28,11,18,Svenska,Arton
"Studiefokus hemma",Hitta studiefokus,Norrköping,19,9,29,Svenska,Tjugo
"Studiefokus hemma",Hitta studiefokus,Nyköping,25,23,14,Franska,Tjugoett
"Studiefokus hemma",Hitta studiefokus,Saltsjöbaden,29,14,30,Matematik,Trettiotvå
"Studiefokus hemma",Hitta studiefokus,Spånga,26,30,20,Spanska,Två
"Studiefokus hemma",Hitta studiefokus,Trelleborg,1,14,25,Franska,Fyrtiotre
"Studiefokus hemma",Hitta studiefokus,Tumba,4,19,11,Tyska,Femton
"Studiefokus hemma",Hitta studiefokus,Tyresö,5,28,18,Svenska,Tjugosex
"Studiefokus hemma",Hitta studiefokus,Täby,9,2,10,Matematik,Tjugoåtta
"Studiefokus hemma",Hitta studiefokus,Uppsala,30,19,20,Spanska,Arton
"Studiefokus hemma",Hitta studiefokus,Uppsala Norra,7,9,27,Svenska,Arton
"Studiefokus hemma",Hitta studiefokus,Varberg,6,14,13,Matematik,Tre
"Studiefokus i workshop",Hitta studiefokus,Borlänge,17,11,28,Spanska,Trettiosju
"Studiefokus i workshop",Hitta studiefokus,Borås,9,29,30,Matematik,Sex
"Studiefokus i workshop",Hitta studiefokus,Enköping,12,16,6,Matematik,Tolv
"Studiefokus i workshop",Hitta studiefokus,Enskede,28,29,23,Svenska,Tjugoett
"Studiefokus i workshop",Hitta studiefokus,Fruängen,8,10,19,Spanska,Arton
"Studiefokus i workshop",Hitta studiefokus,Gävle,8,23,20,Matematik,Fjorton
"Studiefokus i workshop",Hitta studiefokus,Helsingborg,15,19,17,Matematik,Fyrtiofyra
"Studiefokus i workshop",Hitta studiefokus,Jönköping,29,13,6,Svenska,Tjugosju
"Studiefokus i workshop",Hitta studiefokus,Katrineholm,16,24,20,Matematik,Ett
"Studiefokus i workshop",Hitta studiefokus,Krokslätt,17,18,13,Tyska,Fem
"Studiefokus i workshop",Hitta studiefokus,Landskrona,21,1,27,Tyska,Sexton
"Studiefokus i workshop",Hitta studiefokus,Linköping,24,8,22,Svenska,Trettio
"Studiefokus i workshop",Hitta studiefokus,Lund,3,8,26,Tyska,Tjugoåtta
"Studiefokus i workshop",Hitta studiefokus,Nacka,19,12,5,Franska,Nio
"Studiefokus i workshop",Hitta studiefokus,Norrköping,29,26,23,Matematik,Tolv
"Studiefokus i workshop",Hitta studiefokus,Nyköping,13,22,17,Franska,Fyrtiofem
"Studiefokus i workshop",Hitta studiefokus,Saltsjöbaden,1,6,8,Svenska,Fem
"Studiefokus i workshop",Hitta studiefokus,Spånga,19,26,27,Engelska,Elva
"Studiefokus i workshop",Hitta studiefokus,Trelleborg,5,15,19,Spanska,Arton
"Studiefokus i workshop",Hitta studiefokus,Tumba,6,14,8,Svenska,Tjugotre
"Studiefokus i workshop",Hitta studiefokus,Tyresö,24,1,25,Tyska,Trettiotvå
"Studiefokus i workshop",Hitta studiefokus,Täby,26,5,28,Engelska,Tretton
"Studiefokus i workshop",Hitta studiefokus,Uppsala,9,16,14,Svenska,Två
"Studiefokus i workshop",Hitta studiefokus,Uppsala Norra,2,17,8,Engelska,Tjugofem
"Studiefokus i workshop",Hitta studiefokus,Varberg,13,21,6,Spanska,Trettio
"Stå upp",Hitta studiefokus,Borlänge,2,27,22,Svenska,Tjugofem
"Stå upp",Hitta studiefokus,Borås,7,9,18,Svenska,Ett
"Stå upp",Hitta studiefokus,Enköping,30,9,14,Franska,Trettiosju
"Stå upp",Hitta studiefokus,Enskede,4,8,7,Spanska,Trettioåtta
"Stå upp",Hitta studiefokus,Fruängen,30,16,10,Spanska,Tjugosex
"Stå upp",Hitta studiefokus,Gävle,11,17,9,Spanska,Fyrtiofem
"Stå upp",Hitta studiefokus,Helsingborg,28,7,19,Engelska,Trettiotre
"Stå upp",Hitta studiefokus,Jönköping,28,10,12,Svenska,Elva
"Stå upp",Hitta studiefokus,Katrineholm,17,13,22,Engelska,Tretton
"Stå upp",Hitta studiefokus,Krokslätt,29,18,9,Matematik,Trettioniio
"Stå upp",Hitta studiefokus,Landskrona,10,5,14,Svenska,Två
"Stå upp",Hitta studiefokus,Linköping,12,26,19,Spanska,Trettiosju
"Stå upp",Hitta studiefokus,Lund,19,18,11,Franska,Sex
"Stå upp",Hitta studiefokus,Nacka,1,29,13,Svenska,Tjugosex
"Stå upp",Hitta studiefokus,Norrköping,28,25,17,Matematik,Ett
"Stå upp",Hitta studiefokus,Nyköping,4,13,28,Matematik,Trettiofem
"Stå upp",Hitta studiefokus,Saltsjöbaden,3,10,19,Svenska,Nitton
"Stå upp",Hitta studiefokus,Spånga,23,16,24,Svenska,Tjugo
"Stå upp",Hitta studiefokus,Trelleborg,3,7,4,Matematik,Två
"Stå upp",Hitta studiefokus,Tumba,25,23,5,Franska,Fyrtiotvå
"Stå upp",Hitta studiefokus,Tyresö,18,25,23,Svenska,Trettio
"Stå upp",Hitta studiefokus,Täby,23,13,20,Tyska,Tjugo
"Stå upp",Hitta studiefokus,Uppsala,15,28,18,Tyska,Åtta
"Stå upp",Hitta studiefokus,Uppsala Norra,23,11,30,Spanska,Trettiofem
"Stå upp",Hitta studiefokus,Varberg,27,9,25,Spanska,Fyrtio
"Våga fråga",Våga mera,Borlänge,27,25,4,Svenska,Tio
"Våga fråga",Våga mera,Borås,8,17,5,Matematik,Fyra
"Våga fråga",Våga mera,Enköping,4,17,5,Matematik,Tio
"Våga fråga",Våga mera,Enskede,30,1,13,Engelska,Fyra
"Våga fråga",Våga mera,Fruängen,14,21,30,Svenska,Trettiotre
"Våga fråga",Våga mera,Gävle,17,10,16,Spanska,Sju
"Våga fråga",Våga mera,Helsingborg,10,23,5,Tyska,Fyrtiofem
"Våga fråga",Våga mera,Jönköping,16,5,29,Engelska,Trettio
"Våga fråga",Våga mera,Katrineholm,19,28,8,Engelska,Tjugosju
"Våga fråga",Våga mera,Krokslätt,18,29,11,Engelska,Fyrtiotre
"Våga fråga",Våga mera,Landskrona,10,8,17,Matematik,Arton
"Våga fråga",Våga mera,Linköping,28,18,7,Tyska,Sju
"Våga fråga",Våga mera,Lund,16,30,1,Spanska,Trettiofyra
"Våga fråga",Våga mera,Nacka,10,18,16,Svenska,Fyrtioett
"Våga fråga",Våga mera,Norrköping,10,20,6,Tyska,Trettiosex
"Våga fråga",Våga mera,Nyköping,13,16,17,Svenska,Fjorton
"Våga fråga",Våga mera,Saltsjöbaden,4,21,7,Engelska,Fyrtioett
"Våga fråga",Våga mera,Spånga,18,17,20,Tyska,Åtta
"Våga fråga",Våga mera,Trelleborg,26,20,23,Tyska,Fyra
"Våga fråga",Våga mera,Tumba,13,9,20,Tyska,Fyrtiofem
"Våga fråga",Våga mera,Tyresö,30,3,9,Franska,Arton
"Våga fråga",Våga mera,Täby,10,25,26,Matematik,Två
"Våga fråga",Våga mera,Uppsala,6,7,22,Spanska,Två
"Våga fråga",Våga mera,Uppsala Norra,24,22,30,Spanska,Tretton
"Våga fråga",Våga mera,Varberg,23,12,20,Tyska,Tolv
"Våga göra misstag",Våga mera,Borlänge,21,12,3,Franska,Tretton
"Våga göra misstag",Våga mera,Borås,1,2,21,Spanska,Fyrtio
"Våga göra misstag",Våga mera,Enköping,10,1,21,Tyska,Trettiotvå
"Våga göra misstag",Våga mera,Enskede,17,8,21,Franska,Tjugoett
"Våga göra misstag",Våga mera,Fruängen,13,30,19,Engelska,Tjugo
"Våga göra misstag",Våga mera,Gävle,8,22,28,Spanska,Nio
"Våga göra misstag",Våga mera,Helsingborg,19,9,20,Tyska,Tjugofyra
"Våga göra misstag",Våga mera,Jönköping,13,14,20,Spanska,Tjugotre
"Våga göra misstag",Våga mera,Katrineholm,18,27,30,Franska,Tjugosju
"Våga göra misstag",Våga mera,Krokslätt,15,12,7,Franska,Två
"Våga göra misstag",Våga mera,Landskrona,25,29,13,Spanska,Trettiotre
"Våga göra misstag",Våga mera,Linköping,15,11,4,Franska,Fyra
"Våga göra misstag",Våga mera,Lund,16,4,28,Franska,Tretton
"Våga göra misstag",Våga mera,Nacka,28,9,14,Matematik,Trettio
"Våga göra misstag",Våga mera,Norrköping,26,27,24,Franska,Sex
"Våga göra misstag",Våga mera,Nyköping,24,19,7,Tyska,Sjutton
"Våga göra misstag",Våga mera,Saltsjöbaden,10,11,2,Matematik,Trettiofyra
"Våga göra misstag",Våga mera,Spånga,27,29,28,Spanska,Tre
"Våga göra misstag",Våga mera,Trelleborg,20,7,16,Franska,Tjugotre
"Våga göra misstag",Våga mera,Tumba,13,6,12,Matematik,Trettioniio
"Våga göra misstag",Våga mera,Tyresö,1,10,18,Matematik,Fyrtiofyra
"Våga göra misstag",Våga mera,Täby,8,4,3,Tyska,Tolv
"Våga göra misstag",Våga mera,Uppsala,23,22,11,Tyska,Tio
"Våga göra misstag",Våga mera,Uppsala Norra,4,26,13,Engelska,Trettiosju
"Våga göra misstag",Våga mera,Varberg,27,14,19,Matematik,Sex
"Våga prata inför grupp",Våga mera,Borlänge,12,25,4,Svenska,Fyra
"Våga prata inför grupp",Våga mera,Borås,2,30,27,Svenska,Tre
"Våga prata inför grupp",Våga mera,Enköping,26,23,7,Engelska,Elva
"Våga prata inför grupp",Våga mera,Enskede,25,8,16,Matematik,Sjutton
"Våga prata inför grupp",Våga mera,Fruängen,17,6,18,Matematik,Tjugofem
"Våga prata inför grupp",Våga mera,Gävle,22,9,26,Matematik,Tjugotre
"Våga prata inför grupp",Våga mera,Helsingborg,2,8,20,Matematik,Trettioniio
"Våga prata inför grupp",Våga mera,Jönköping,13,15,7,Svenska,Åtta
"Våga prata inför grupp",Våga mera,Katrineholm,25,19,15,Svenska,Arton
"Våga prata inför grupp",Våga mera,Krokslätt,13,9,29,Franska,Trettioett
"Våga prata inför grupp",Våga mera,Landskrona,1,17,19,Engelska,Tolv
"Våga prata inför grupp",Våga mera,Linköping,14,26,12,Engelska,Fyrtiotre
"Våga prata inför grupp",Våga mera,Lund,1,29,4,Svenska,Fyrtiotre
"Våga prata inför grupp",Våga mera,Nacka,4,23,12,Tyska,Tolv
"Våga prata inför grupp",Våga mera,Norrköping,13,23,24,Tyska,Åtta
"Våga prata inför grupp",Våga mera,Nyköping,18,28,23,Franska,Trettioåtta
"Våga prata inför grupp",Våga mera,Saltsjöbaden,5,19,7,Franska,Tjugotvå
"Våga prata inför grupp",Våga mera,Spånga,26,20,10,Svenska,Trettiotre
"Våga prata inför grupp",Våga mera,Trelleborg,26,30,14,Matematik,Trettiotvå
"Våga prata inför grupp",Våga mera,Tumba,26,16,3,Matematik,Tjugosex
"Våga prata inför grupp",Våga mera,Tyresö,18,5,3,Spanska,Fyrtio
"Våga prata inför grupp",Våga mera,Täby,17,7,16,Franska,Trettiotvå
"Våga prata inför grupp",Våga mera,Uppsala,6,7,11,Engelska,Nio
"Våga prata inför grupp",Våga mera,Uppsala Norra,1,21,30,Engelska,Femton
"Våga prata inför grupp",Våga mera,Varberg,20,13,24,Svenska,Tjugosex
"Våga redovisa",Våga mera,Borlänge,14,8,7,Svenska,Sjutton
"Våga redovisa",Våga mera,Borås,30,20,13,Franska,Tjugoåtta
"Våga redovisa",Våga mera,Enköping,6,7,9,Engelska,Fem
"Våga redovisa",Våga mera,Enskede,8,12,24,Spanska,Trettiofem
"Våga redovisa",Våga mera,Fruängen,1,19,9,Spanska,Tjugofyra
"Våga redovisa",Våga mera,Gävle,13,5,22,Matematik,Sju
"Våga redovisa",Våga mera,Helsingborg,26,22,6,Matematik,Tjugosex
"Våga redovisa",Våga mera,Jönköping,26,21,25,Matematik,Tjugo
"Våga redovisa",Våga mera,Katrineholm,29,6,22,Spanska,Fyrtiotvå
"Våga redovisa",Våga mera,Krokslätt,8,12,24,Matematik,Sjutton
"Våga redovisa",Våga mera,Landskrona,16,20,12,Spanska,Trettiofyra
"Våga redovisa",Våga mera,Linköping,1,5,15,Svenska,Fyrtiotre
"Våga redovisa",Våga mera,Lund,30,22,14,Engelska,Femton
"Våga redovisa",Våga mera,Nacka,26,24,25,Franska,Tjugotre
"Våga redovisa",Våga mera,Norrköping,16,9,29,Engelska,Nio
"Våga redovisa",Våga mera,Nyköping,23,8,2,Tyska,Tjugonio
"Våga redovisa",Våga mera,Saltsjöbaden,22,10,18,Matematik,Två
"Våga redovisa",Våga mera,Spånga,8,6,10,Engelska,Trettio
"Våga redovisa",Våga mera,Trelleborg,13,23,12,Matematik,Sexton
"Våga redovisa",Våga mera,Tumba,7,5,1,Franska,Tjugofem
"Våga redovisa",Våga mera,Tyresö,7,10,21,Tyska,Tretton
"Våga redovisa",Våga mera,Täby,15,14,16,Spanska,Fyrtioett
"Våga redovisa",Våga mera,Uppsala,27,21,9,Franska,Tre
"Våga redovisa",Våga mera,Uppsala Norra,22,26,13,Tyska,Femton
"Våga redovisa",Våga mera,Varberg,17,4,20,Spanska,Trettioniio
"Våga säga nej",Våga mera,Borlänge,13,27,6,Matematik,Fyrtiotre
"Våga säga nej",Våga mera,Borås,7,15,2,Spanska,Trettiosju
"Våga säga nej",Våga mera,Enköping,25,7,20,Franska,Trettiosju
"Våga säga nej",Våga mera,Enskede,12,9,23,Franska,Åtta
"Våga säga nej",Våga mera,Fruängen,23,24,6,Svenska,Nitton
"Våga säga nej",Våga mera,Gävle,20,25,8,Matematik,Tjugotre
"Våga säga nej",Våga mera,Helsingborg,2,17,15,Engelska,Elva
