name,category,school,Behjälplig,Obehjälplig,Oanvänd
"Läs ett stycke i taget",Hitta studiefokus,Jönköping,19,3,18
"Läs ett stycke i taget",Hitta studiefokus,Katrineholm,5,18,14
"Läs ett stycke i taget",Hitta studiefokus,Krokslätt,24,8,18
"Läs ett stycke i taget",Hitta studiefokus,Landskrona,16,19,20
"Läs ett stycke i taget",Hitta studiefokus,Linköping,20,22,12
"Läs ett stycke i taget",Hitta studiefokus,Lund,8,12,2
"Läs ett stycke i taget",Hitta studiefokus,Nacka,29,28,26
"Läs ett stycke i taget",Hitta studiefokus,Norrköping,22,24,3
"Läs ett stycke i taget",Hitta studiefokus,Nyköping,30,27,15
"Läs ett stycke i taget",Hitta studiefokus,Saltsjöbaden,14,18,2
"Läs ett stycke i taget",Hitta studiefokus,Spånga,19,17,26
"Läs ett stycke i taget",Hitta studiefokus,Trelleborg,2,12,7
"Läs ett stycke i taget",Hitta studiefokus,Tumba,19,2,11
"Läs ett stycke i taget",Hitta studiefokus,Tyresö,10,30,16
"Läs ett stycke i taget",Hitta studiefokus,Täby,21,17,25
"Läs ett stycke i taget",Hitta studiefokus,Uppsala,28,11,4
"Läs ett stycke i taget",Hitta studiefokus,Uppsala Norra,28,19,8
"Läs ett stycke i taget",Hitta studiefokus,Varberg,23,11,20
"Spela in",Hitta studiefokus,Borlänge,23,18,6
"Spela in",Hitta studiefokus,Borås,22,18,27
"Spela in",Hitta studiefokus,Enköping,12,6,17
"Spela in",Hitta studiefokus,Enskede,21,12,11
"Spela in",Hitta studiefokus,Fruängen,12,13,26
"Spela in",Hitta studiefokus,Gävle,10,6,22
"Spela in",Hitta studiefokus,Helsingborg,1,19,22
"Spela in",Hitta studiefokus,Jönköping,9,1,29
"Spela in",Hitta studiefokus,Katrineholm,13,6,18
"Spela in",Hitta studiefokus,Krokslätt,6,3,16
"Spela in",Hitta studiefokus,Landskrona,21,4,11
"Spela in",Hitta studiefokus,Linköping,29,23,8
"Spela in",Hitta studiefokus,Lund,2,17,23
"Spela in",Hitta studiefokus,Nacka,23,19,22
"Spela in",Hitta studiefokus,Norrköping,19,20,15
"Spela in",Hitta studiefokus,Nyköping,24,21,10
"Spela in",Hitta studiefokus,Saltsjöbaden,29,28,14
"Spela in",Hitta studiefokus,Spånga,25,20,10
"Spela in",Hitta studiefokus,Trelleborg,3,22,30
"Spela in",Hitta studiefokus,Tumba,12,15,14
"Spela in",Hitta studiefokus,Tyresö,27,25,8
"Spela in",Hitta studiefokus,Täby,20,11,21
"Spela in",Hitta studiefokus,Uppsala,22,19,4
"Spela in",Hitta studiefokus,Uppsala Norra,7,26,25
"Spela in",Hitta studiefokus,Varberg,18,26,3
"Studiefokus hemma",Hitta studiefokus,Borlänge,22,5,9
"Studiefokus hemma",Hitta studiefokus,Borås,16,25,20
"Studiefokus hemma",Hitta studiefokus,Enköping,30,24,29
"Studiefokus hemma",Hitta studiefokus,Enskede,28,18,16
"Studiefokus hemma",Hitta studiefokus,Fruängen,27,23,26
"Studiefokus hemma",Hitta studiefokus,Gävle,12,27,16
"Studiefokus hemma",Hitta studiefokus,Helsingborg,4,15,5
"Studiefokus hemma",Hitta studiefokus,Jönköping,4,25,7
"Studiefokus hemma",Hitta studiefokus,Katrineholm,19,12,16
"Studiefokus hemma",Hitta studiefokus,Krokslätt,23,5,22
"Studiefokus hemma",Hitta studiefokus,Landskrona,2,6,10
"Studiefokus hemma",Hitta studiefokus,Linköping,12,13,2
"Studiefokus hemma",Hitta studiefokus,Lund,1,22,10
"Studiefokus hemma",Hitta studiefokus,Nacka,28,11,18
"Studiefokus hemma",Hitta studiefokus,Norrköping,19,9,29
"Studiefokus hemma",Hitta studiefokus,Nyköping,25,23,14
"Studiefokus hemma",Hitta studiefokus,Saltsjöbaden,29,14,30
"Studiefokus hemma",Hitta studiefokus,Spånga,26,30,20
"Studiefokus hemma",Hitta studiefokus,Trelleborg,1,14,25
"Studiefokus hemma",Hitta studiefokus,Tumba,4,19,11
"Studiefokus hemma",Hitta studiefokus,Tyresö,5,28,18
"Studiefokus hemma",Hitta studiefokus,Täby,9,2,10
"Studiefokus hemma",Hitta studiefokus,Uppsala,30,19,20
"Studiefokus hemma",Hitta studiefokus,Uppsala Norra,7,9,27
"Studiefokus hemma",Hitta studiefokus,Varberg,6,14,13
"Studiefokus i workshop",Hitta studiefokus,Borlänge,17,11,28
"Studiefokus i workshop",Hitta studiefokus,Borås,9,29,30
"Studiefokus i workshop",Hitta studiefokus,Enköping,12,16,6
"Studiefokus i workshop",Hitta studiefokus,Enskede,28,29,23
"Studiefokus i workshop",Hitta studiefokus,Fruängen,8,10,19
"Studiefokus i workshop",Hitta studiefokus,Gävle,8,23,20
"Studiefokus i workshop",Hitta studiefokus,Helsingborg,15,19,17
"Studiefokus i workshop",Hitta studiefokus,Jönköping,29,13,6
"Studiefokus i workshop",Hitta studiefokus,Katrineholm,16,24,20
"Studiefokus i workshop",Hitta studiefokus,Krokslätt,17,18,13
"Studiefokus i workshop",Hitta studiefokus,Landskrona,21,1,27
"Studiefokus i workshop",Hitta studiefokus,Linköping,24,8,22
"Studiefokus i workshop",Hitta studiefokus,Lund,3,8,26
"Studiefokus i workshop",Hitta studiefokus,Nacka,19,12,5
"Studiefokus i workshop",Hitta studiefokus,Norrköping,29,26,23
"Studiefokus i workshop",Hitta studiefokus,Nyköping,13,22,17
"Studiefokus i workshop",Hitta studiefokus,Saltsjöbaden,1,6,8
"Studiefokus i workshop",Hitta studiefokus,Spånga,19,26,27
"Studiefokus i workshop",Hitta studiefokus,Trelleborg,5,15,19
"Studiefokus i workshop",Hitta studiefokus,Tumba,6,14,8
"Studiefokus i workshop",Hitta studiefokus,Tyresö,24,1,25
"Studiefokus i workshop",Hitta studiefokus,Täby,26,5,28
"Studiefokus i workshop",Hitta studiefokus,Uppsala,9,16,14
"Studiefokus i workshop",Hitta studiefokus,Uppsala Norra,2,17,8
"Studiefokus i workshop",Hitta studiefokus,Varberg,13,21,6
"Stå upp",Hitta studiefokus,Borlänge,2,27,22
"Stå upp",Hitta studiefokus,Borås,7,9,18
"Stå upp",Hitta studiefokus,Enköping,30,9,14
"Stå upp",Hitta studiefokus,Enskede,4,8,7
"Stå upp",Hitta studiefokus,Fruängen,30,16,10
"Stå upp",Hitta studiefokus,Gävle,11,17,9
"Stå upp",Hitta studiefokus,Helsingborg,28,7,19
"Stå upp",Hitta studiefokus,Jönköping,28,10,12
"Stå upp",Hitta studiefokus,Katrineholm,17,13,22
"Stå upp",Hitta studiefokus,Krokslätt,29,18,9
"Stå upp",Hitta studiefokus,Landskrona,10,5,14
"Stå upp",Hitta studiefokus,Linköping,12,26,19
"Stå upp",Hitta studiefokus,Lund,19,18,11
"Stå upp",Hitta studiefokus,Nacka,1,29,13
"Stå upp",Hitta studiefokus,Norrköping,28,25,17
"Stå upp",Hitta studiefokus,Nyköping,4,13,28
"Stå upp",Hitta studiefokus,Saltsjöbaden,3,10,19
"Stå upp",Hitta studiefokus,Spånga,23,16,24
"Stå upp",Hitta studiefokus,Trelleborg,3,7,4
"Stå upp",Hitta studiefokus,Tumba,25,23,5
"Stå upp",Hitta studiefokus,Tyresö,18,25,23
"Stå upp",Hitta studiefokus,Täby,23,13,20
"Stå upp",Hitta studiefokus,Uppsala,15,28,18
"Stå upp",Hitta studiefokus,Uppsala Norra,23,11,30
"Stå upp",Hitta studiefokus,Varberg,27,9,25
"Våga fråga",Våga mera,Borlänge,27,25,4
"Våga fråga",Våga mera,Borås,8,17,5
"Våga fråga",Våga mera,Enköping,4,17,5
"Våga fråga",Våga mera,Enskede,30,1,13
"Våga fråga",Våga mera,Fruängen,14,21,30
"Våga fråga",Våga mera,Gävle,17,10,16
"Våga fråga",Våga mera,Helsingborg,10,23,5
"Våga fråga",Våga mera,Jönköping,16,5,29
"Våga fråga",Våga mera,Katrineholm,19,28,8
"Våga fråga",Våga mera,Krokslätt,18,29,11
"Våga fråga",Våga mera,Landskrona,10,8,17
"Våga fråga",Våga mera,Linköping,28,18,7
"Våga fråga",Våga mera,Lund,16,30,1
"Våga fråga",Våga mera,Nacka,10,18,16
"Våga fråga",Våga mera,Norrköping,10,20,6
"Våga fråga",Våga mera,Nyköping,13,16,17
"Våga fråga",Våga mera,Saltsjöbaden,4,21,7
"Våga fråga",Våga mera,Spånga,18,17,20
"Våga fråga",Våga mera,Trelleborg,26,20,23
"Våga fråga",Våga mera,Tumba,13,9,20
"Våga fråga",Våga mera,Tyresö,30,3,9
"Våga fråga",Våga mera,Täby,10,25,26
"Våga fråga",Våga mera,Uppsala,6,7,22
"Våga fråga",Våga mera,Uppsala Norra,24,22,30
"Våga fråga",Våga mera,Varberg,23,12,20
"Våga göra misstag",Våga mera,Borlänge,21,12,3
"Våga göra misstag",Våga mera,Borås,1,2,21
"Våga göra misstag",Våga mera,Enköping,10,1,21
"Våga göra misstag",Våga mera,Enskede,17,8,21
"Våga göra misstag",Våga mera,Fruängen,13,30,19
"Våga göra misstag",Våga mera,Gävle,8,22,28
"Våga göra misstag",Våga mera,Helsingborg,19,9,20
"Våga göra misstag",Våga mera,Jönköping,13,14,20
"Våga göra misstag",Våga mera,Katrineholm,18,27,30
"Våga göra misstag",Våga mera,Krokslätt,15,12,7
"Våga göra misstag",Våga mera,Landskrona,25,29,13
"Våga göra misstag",Våga mera,Linköping,15,11,4
"Våga göra misstag",Våga mera,Lund,16,4,28
"Våga göra misstag",Våga mera,Nacka,28,9,14
"Våga göra misstag",Våga mera,Norrköping,26,27,24
"Våga göra misstag",Våga mera,Nyköping,24,19,7
"Våga göra misstag",Våga mera,Saltsjöbaden,10,11,2
"Våga göra misstag",Våga mera,Spånga,27,29,28
"Våga göra misstag",Våga mera,Trelleborg,20,7,16
"Våga göra misstag",Våga mera,Tumba,13,6,12
"Våga göra misstag",Våga mera,Tyresö,1,10,18
"Våga göra misstag",Våga mera,Täby,8,4,3
"Våga göra misstag",Våga mera,Uppsala,23,22,11
"Våga göra misstag",Våga mera,Uppsala Norra,4,26,13
"Våga göra misstag",Våga mera,Varberg,27,14,19
"Våga prata inför grupp",Våga mera,Borlänge,12,25,4
"Våga prata inför grupp",Våga mera,Borås,2,30,27
"Våga prata inför grupp",Våga mera,Enköping,26,23,7
"Våga prata inför grupp",Våga mera,Enskede,25,8,16
"Våga prata inför grupp",Våga mera,Fruängen,17,6,18
"Våga prata inför grupp",Våga mera,Gävle,22,9,26
"Våga prata inför grupp",Våga mera,Helsingborg,2,8,20
"Våga prata inför grupp",Våga mera,Jönköping,13,15,7
"Våga prata inför grupp",Våga mera,Katrineholm,25,19,15
"Våga prata inför grupp",Våga mera,Krokslätt,13,9,29
"Våga prata inför grupp",Våga mera,Landskrona,1,17,19
"Våga prata inför grupp",Våga mera,Linköping,14,26,12
"Våga prata inför grupp",Våga mera,Lund,1,29,4
"Våga prata inför grupp",Våga mera,Nacka,4,23,12
"Våga prata inför grupp",Våga mera,Norrköping,13,23,24
"Våga prata inför grupp",Våga mera,Nyköping,18,28,23
"Våga prata inför grupp",Våga mera,Saltsjöbaden,5,19,7
"Våga prata inför grupp",Våga mera,Spånga,26,20,10
"Våga prata inför grupp",Våga mera,Trelleborg,26,30,14
"Våga prata inför grupp",Våga mera,Tumba,26,16,3
"Våga prata inför grupp",Våga mera,Tyresö,18,5,3
"Våga prata inför grupp",Våga mera,Täby,17,7,16
"Våga prata inför grupp",Våga mera,Uppsala,6,7,11
"Våga prata inför grupp",Våga mera,Uppsala Norra,1,21,30
"Våga prata inför grupp",Våga mera,Varberg,20,13,24
"Våga redovisa",Våga mera,Borlänge,14,8,7
"Våga redovisa",Våga mera,Borås,30,20,13
"Våga redovisa",Våga mera,Enköping,6,7,9
"Våga redovisa",Våga mera,Enskede,8,12,24
"Våga redovisa",Våga mera,Fruängen,1,19,9
"Våga redovisa",Våga mera,Gävle,13,5,22
"Våga redovisa",Våga mera,Helsingborg,26,22,6
"Våga redovisa",Våga mera,Jönköping,26,21,25
"Våga redovisa",Våga mera,Katrineholm,29,6,22
"Våga redovisa",Våga mera,Krokslätt,8,12,24
"Våga redovisa",Våga mera,Landskrona,16,20,12
"Våga redovisa",Våga mera,Linköping,1,5,15
"Våga redovisa",Våga mera,Lund,30,22,14
"Våga redovisa",Våga mera,Nacka,26,24,25
"Våga redovisa",Våga mera,Norrköping,16,9,29
"Våga redovisa",Våga mera,Nyköping,23,8,2
"Våga redovisa",Våga mera,Saltsjöbaden,22,10,18
"Våga redovisa",Våga mera,Spånga,8,6,10
"Våga redovisa",Våga mera,Trelleborg,13,23,12
"Våga redovisa",Våga mera,Tumba,7,5,1
"Våga redovisa",Våga mera,Tyresö,7,10,21
"Våga redovisa",Våga mera,Täby,15,14,16
"Våga redovisa",Våga mera,Uppsala,27,21,9
"Våga redovisa",Våga mera,Uppsala Norra,22,26,13
"Våga redovisa",Våga mera,Varberg,17,4,20
"Våga säga nej",Våga mera,Borlänge,13,27,6
"Våga säga nej",Våga mera,Borås,7,15,2
"Våga säga nej",Våga mera,Enköping,25,7,20
"Våga säga nej",Våga mera,Enskede,12,9,23
"Våga säga nej",Våga mera,Fruängen,23,24,6
"Våga säga nej",Våga mera,Gävle,20,25,8
"Våga säga nej",Våga mera,Helsingborg,2,17,15
"Våga säga nej",Våga mera,Jönköping,4,13,7
"Våga säga nej",Våga mera,Katrineholm,14,29,4
"Våga säga nej",Våga mera,Krokslätt,1,25,29
"Våga säga nej",Våga mera,Landskrona,22,18,29
"Våga säga nej",Våga mera,Linköping,2,13,18
"Våga säga nej",Våga mera,Lund,9,30,25
"Våga säga nej",Våga mera,Nacka,7,26,1
"Våga säga nej",Våga mera,Norrköping,21,11,16
"Våga säga nej",Våga mera,Nyköping,1,30,29
"Våga säga nej",Våga mera,Saltsjöbaden,25,21,27
"Våga säga nej",Våga mera,Spånga,10,12,24
"Våga säga nej",Våga mera,Trelleborg,13,26,1
"Våga säga nej",Våga mera,Tumba,22,23,3
"Våga säga nej",Våga mera,Tyresö,22,24,7
"Våga säga nej",Våga mera,Täby,26,29,9
"Våga säga nej",Våga mera,Uppsala,7,11,26
"Våga säga nej",Våga mera,Uppsala Norra,8,12,27
"Våga säga nej",Våga mera,Varberg,10,27,6
"Våga stå för din åsikt",Våga mera,Borlänge,11,7,28
"Våga stå för din åsikt",Våga mera,Borås,3,22,29
"Våga stå för din åsikt",Våga mera,Enköping,12,11,1
"Våga stå för din åsikt",Våga mera,Enskede,19,11,8
"Våga stå för din åsikt",Våga mera,Fruängen,19,11,6
"Våga stå för din åsikt",Våga mera,Gävle,15,2,24
"Våga stå för din åsikt",Våga mera,Helsingborg,13,10,4
"Våga stå för din åsikt",Våga mera,Jönköping,28,18,5
"Våga stå för din åsikt",Våga mera,Katrineholm,18,10,19
"Våga stå för din åsikt",Våga mera,Krokslätt,23,30,16
"Våga stå för din åsikt",Våga mera,Landskrona,7,13,3
"Våga stå för din åsikt",Våga mera,Linköping,24,8,20
"Våga stå för din åsikt",Våga mera,Lund,18,7,9
"Våga stå för din åsikt",Våga mera,Nacka,11,23,21
"Våga stå för din åsikt",Våga mera,Norrköping,16,12,22
"Våga stå för din åsikt",Våga mera,Nyköping,6,18,17
"Våga stå för din åsikt",Våga mera,Saltsjöbaden,30,10,6
"Våga stå för din åsikt",Våga mera,Spånga,12,10,8
"Våga stå för din åsikt",Våga mera,Trelleborg,10,16,6
"Våga stå för din åsikt",Våga mera,Tumba,8,19,22
"Våga stå för din åsikt",Våga mera,Tyresö,26,30,18
"Våga stå för din åsikt",Våga mera,Täby,21,9,20
"Våga stå för din åsikt",Våga mera,Uppsala,20,9,17
"Våga stå för din åsikt",Våga mera,Uppsala Norra,19,16,23
"Våga stå för din åsikt",Våga mera,Varberg,10,25,28
"10minutersregeln",Träna minnet,Borlänge,29,10,11
"10minutersregeln",Träna minnet,Borås,23,26,3
"10minutersregeln",Träna minnet,Enköping,29,23,3
"10minutersregeln",Träna minnet,Enskede,25,2,4
"10minutersregeln",Träna minnet,Fruängen,6,5,12
"10minutersregeln",Träna minnet,Gävle,8,19,15
"10minutersregeln",Träna minnet,Helsingborg,7,22,5
"10minutersregeln",Träna minnet,Jönköping,24,18,21
"10minutersregeln",Träna minnet,Katrineholm,30,2,13
"10minutersregeln",Träna minnet,Krokslätt,12,17,14
"10minutersregeln",Träna minnet,Landskrona,14,16,15
"10minutersregeln",Träna minnet,Linköping,29,5,20
"10minutersregeln",Träna minnet,Lund,18,11,20
"10minutersregeln",Träna minnet,Nacka,15,30,18
"10minutersregeln",Träna minnet,Norrköping,5,11,18
"10minutersregeln",Träna minnet,Nyköping,20,14,28
"10minutersregeln",Träna minnet,Saltsjöbaden,3,15,5
"10minutersregeln",Träna minnet,Spånga,30,4,9
"10minutersregeln",Träna minnet,Trelleborg,17,3,22
"10minutersregeln",Träna minnet,Tumba,24,12,6
"10minutersregeln",Träna minnet,Tyresö,6,15,22
"10minutersregeln",Träna minnet,Täby,19,24,6
"10minutersregeln",Träna minnet,Uppsala,24,30,19
"10minutersregeln",Träna minnet,Uppsala Norra,14,7,2
"10minutersregeln",Träna minnet,Varberg,13,18,30
"Anteckna för att minnas bättre",Träna minnet,Borlänge,13,3,15
"Anteckna för att minnas bättre",Träna minnet,Borås,20,29,4
"Anteckna för att minnas bättre",Träna minnet,Enköping,15,6,27
"Anteckna för att minnas bättre",Träna minnet,Enskede,21,28,14
"Anteckna för att minnas bättre",Träna minnet,Fruängen,27,4,6
"Anteckna för att minnas bättre",Träna minnet,Gävle,27,29,24
"Anteckna för att minnas bättre",Träna minnet,Helsingborg,21,29,6
"Anteckna för att minnas bättre",Träna minnet,Jönköping,10,19,21
"Anteckna för att minnas bättre",Träna minnet,Katrineholm,2,16,12
"Anteckna för att minnas bättre",Träna minnet,Krokslätt,22,20,14
"Anteckna för att minnas bättre",Träna minnet,Landskrona,1,26,24
"Anteckna för att minnas bättre",Träna minnet,Linköping,29,7,2
"Anteckna för att minnas bättre",Träna minnet,Lund,5,1,26
"Anteckna för att minnas bättre",Träna minnet,Nacka,16,2,18
"Anteckna för att minnas bättre",Träna minnet,Norrköping,24,11,28
"Anteckna för att minnas bättre",Träna minnet,Nyköping,5,29,22
"Anteckna för att minnas bättre",Träna minnet,Saltsjöbaden,1,26,2
"Anteckna för att minnas bättre",Träna minnet,Spånga,13,5,21
"Anteckna för att minnas bättre",Träna minnet,Trelleborg,11,17,22
"Anteckna för att minnas bättre",Träna minnet,Tumba,6,23,19
"Anteckna för att minnas bättre",Träna minnet,Tyresö,18,30,22
"Anteckna för att minnas bättre",Träna minnet,Täby,20,14,10
"Anteckna för att minnas bättre",Träna minnet,Uppsala,18,5,20
"Anteckna för att minnas bättre",Träna minnet,Uppsala Norra,23,17,15
"Anteckna för att minnas bättre",Träna minnet,Varberg,30,20,18
"Hur du minns namn",Träna minnet,Borlänge,27,13,19
"Hur du minns namn",Träna minnet,Borås,15,14,3
"Hur du minns namn",Träna minnet,Enköping,10,3,25
"Hur du minns namn",Träna minnet,Enskede,29,22,10
"Hur du minns namn",Träna minnet,Fruängen,8,4,5
"Hur du minns namn",Träna minnet,Gävle,5,27,21
"Hur du minns namn",Träna minnet,Helsingborg,30,29,12
"Hur du minns namn",Träna minnet,Jönköping,4,15,2
"Hur du minns namn",Träna minnet,Katrineholm,1,2,13
"Hur du minns namn",Träna minnet,Krokslätt,11,5,3
"Hur du minns namn",Träna minnet,Landskrona,21,16,29
"Hur du minns namn",Träna minnet,Linköping,28,20,15
"Hur du minns namn",Träna minnet,Lund,13,9,16
"Hur du minns namn",Träna minnet,Nacka,9,10,26
"Hur du minns namn",Träna minnet,Norrköping,27,23,16
"Hur du minns namn",Träna minnet,Nyköping,2,14,7
"Hur du minns namn",Träna minnet,Saltsjöbaden,4,8,3
"Hur du minns namn",Träna minnet,Spånga,24,17,11
"Hur du minns namn",Träna minnet,Trelleborg,30,6,27
"Hur du minns namn",Träna minnet,Tumba,6,28,14
"Hur du minns namn",Träna minnet,Tyresö,27,7,11
"Hur du minns namn",Träna minnet,Täby,7,2,1
"Hur du minns namn",Träna minnet,Uppsala,25,23,10
"Hur du minns namn",Träna minnet,Uppsala Norra,9,28,26
"Hur du minns namn",Träna minnet,Varberg,21,11,20
"Minnespromenad",Träna minnet,Borlänge,1,4,22
"Minnespromenad",Träna minnet,Borås,21,29,10
"Minnespromenad",Träna minnet,Enköping,16,10,2
"Minnespromenad",Träna minnet,Enskede,14,21,5
"Minnespromenad",Träna minnet,Fruängen,18,27,29
"Minnespromenad",Träna minnet,Gävle,27,2,20
"Minnespromenad",Träna minnet,Helsingborg,5,19,20
"Minnespromenad",Träna minnet,Jönköping,12,10,16
"Minnespromenad",Träna minnet,Katrineholm,26,4,29
"Minnespromenad",Träna minnet,Krokslätt,23,30,8
"Minnespromenad",Träna minnet,Landskrona,24,7,15
"Minnespromenad",Träna minnet,Linköping,19,12,29
"Minnespromenad",Träna minnet,Lund,9,24,12
"Minnespromenad",Träna minnet,Nacka,12,23,27
"Minnespromenad",Träna minnet,Norrköping,28,3,13
"Minnespromenad",Träna minnet,Nyköping,30,15,11
"Minnespromenad",Träna minnet,Saltsjöbaden,21,15,16
"Minnespromenad",Träna minnet,Spånga,19,7,5
"Minnespromenad",Träna minnet,Trelleborg,14,30,12
"Minnespromenad",Träna minnet,Tumba,27,9,16
"Minnespromenad",Träna minnet,Tyresö,21,19,29
"Minnespromenad",Träna minnet,Täby,5,27,26
"Minnespromenad",Träna minnet,Uppsala,16,8,22
"Minnespromenad",Träna minnet,Uppsala Norra,30,13,2
"Minnespromenad",Träna minnet,Varberg,4,26,28
"Plugga glosor och begrepp med lappar",Träna minnet,Borlänge,17,16,8
"Plugga glosor och begrepp med lappar",Träna minnet,Borås,15,2,9
"Plugga glosor och begrepp med lappar",Träna minnet,Enköping,3,21,28
"Plugga glosor och begrepp med lappar",Träna minnet,Enskede,13,6,5
"Plugga glosor och begrepp med lappar",Träna minnet,Fruängen,26,10,13
"Plugga glosor och begrepp med lappar",Träna minnet,Gävle,27,28,1
"Plugga glosor och begrepp med lappar",Träna minnet,Helsingborg,23,27,2
"Plugga glosor och begrepp med lappar",Träna minnet,Jönköping,10,9,25
"Plugga glosor och begrepp med lappar",Träna minnet,Katrineholm,3,8,20
"Plugga glosor och begrepp med lappar",Träna minnet,Krokslätt,19,4,18
"Plugga glosor och begrepp med lappar",Träna minnet,Landskrona,8,28,23
"Plugga glosor och begrepp med lappar",Träna minnet,Linköping,11,12,23
"Plugga glosor och begrepp med lappar",Träna minnet,Lund,11,29,5
"Plugga glosor och begrepp med lappar",Träna minnet,Nacka,12,21,10
"Plugga glosor och begrepp med lappar",Träna minnet,Norrköping,24,28,12
"Plugga glosor och begrepp med lappar",Träna minnet,Nyköping,30,13,22
"Plugga glosor och begrepp med lappar",Träna minnet,Saltsjöbaden,2,19,6
"Plugga glosor och begrepp med lappar",Träna minnet,Spånga,24,30,14
"Plugga glosor och begrepp med lappar",Träna minnet,Trelleborg,26,24,21
"Plugga glosor och begrepp med lappar",Träna minnet,Tumba,28,18,21
"Plugga glosor och begrepp med lappar",Träna minnet,Tyresö,1,28,12
"Plugga glosor och begrepp med lappar",Träna minnet,Täby,21,3,1
"Plugga glosor och begrepp med lappar",Träna minnet,Uppsala,7,8,20
"Plugga glosor och begrepp med lappar",Träna minnet,Uppsala Norra,21,28,19
"Plugga glosor och begrepp med lappar",Träna minnet,Varberg,25,22,6
"Tidslinjer och ramsor",Träna minnet,Borlänge,18,10,1
"Tidslinjer och ramsor",Träna minnet,Borås,28,26,7
"Tidslinjer och ramsor",Träna minnet,Enköping,2,24,25
"Tidslinjer och ramsor",Träna minnet,Enskede,21,29,3
"Tidslinjer och ramsor",Träna minnet,Fruängen,16,20,22
"Tidslinjer och ramsor",Träna minnet,Gävle,13,15,26
"Tidslinjer och ramsor",Träna minnet,Helsingborg,18,13,25
"Tidslinjer och ramsor",Träna minnet,Jönköping,6,13,25
"Tidslinjer och ramsor",Träna minnet,Katrineholm,27,7,26
"Tidslinjer och ramsor",Träna minnet,Krokslätt,2,29,8
"Tidslinjer och ramsor",Träna minnet,Landskrona,28,6,26
"Tidslinjer och ramsor",Träna minnet,Linköping,14,11,20
"Tidslinjer och ramsor",Träna minnet,Lund,3,19,9
"Tidslinjer och ramsor",Träna minnet,Nacka,22,29,10
"Tidslinjer och ramsor",Träna minnet,Norrköping,25,18,9
"Tidslinjer och ramsor",Träna minnet,Nyköping,9,28,12
"Tidslinjer och ramsor",Träna minnet,Saltsjöbaden,15,10,20
"Tidslinjer och ramsor",Träna minnet,Spånga,20,3,8
"Tidslinjer och ramsor",Träna minnet,Trelleborg,20,13,12
"Tidslinjer och ramsor",Träna minnet,Tumba,21,2,13
"Tidslinjer och ramsor",Träna minnet,Tyresö,30,1,24
"Tidslinjer och ramsor",Träna minnet,Täby,23,16,8
"Tidslinjer och ramsor",Träna minnet,Uppsala,30,6,8
"Tidslinjer och ramsor",Träna minnet,Uppsala Norra,29,7,20
"Tidslinjer och ramsor",Träna minnet,Varberg,16,29,4
"Repetitionskort",Träna minnet,Borlänge,10,8,21
"Repetitionskort",Träna minnet,Borås,22,23,19
"Repetitionskort",Träna minnet,Enköping,18,3,16
"Repetitionskort",Träna minnet,Enskede,11,20,4
"Repetitionskort",Träna minnet,Fruängen,28,11,13
"Repetitionskort",Träna minnet,Gävle,21,19,30
"Repetitionskort",Träna minnet,Helsingborg,13,22,10
"Repetitionskort",Träna minnet,Jönköping,16,8,6
"Repetitionskort",Träna minnet,Katrineholm,21,24,2
"Repetitionskort",Träna minnet,Krokslätt,25,10,17
"Repetitionskort",Träna minnet,Landskrona,17,28,2
"Repetitionskort",Träna minnet,Linköping,15,13,29
"Repetitionskort",Träna minnet,Lund,1,2,22
"Repetitionskort",Träna minnet,Nacka,18,26,23
"Repetitionskort",Träna minnet,Norrköping,7,5,10
"Repetitionskort",Träna minnet,Nyköping,18,4,10
"Repetitionskort",Träna minnet,Saltsjöbaden,3,2,23
"Repetitionskort",Träna minnet,Spånga,20,23,9
"Repetitionskort",Träna minnet,Trelleborg,16,15,8
"Repetitionskort",Träna minnet,Tumba,23,1,5
"Repetitionskort",Träna minnet,Tyresö,16,20,21
"Repetitionskort",Träna minnet,Täby,22,11,27
"Repetitionskort",Träna minnet,Uppsala,22,16,15
"Repetitionskort",Träna minnet,Uppsala Norra,5,9,30
"Repetitionskort",Träna minnet,Varberg,26,13,28
"Tankekartor",Träna minnet,Borlänge,19,16,28
"Tankekartor",Träna minnet,Borås,16,10,7
"Tankekartor",Träna minnet,Enköping,5,10,8
"Tankekartor",Träna minnet,Enskede,2,1,19
"Tankekartor",Träna minnet,Fruängen,11,3,18
"Tankekartor",Träna minnet,Gävle,17,22,5
"Tankekartor",Träna minnet,Helsingborg,11,2,25
"Tankekartor",Träna minnet,Jönköping,15,6,14
"Tankekartor",Träna minnet,Katrineholm,27,28,18
"Tankekartor",Träna minnet,Krokslätt,24,17,15
"Tankekartor",Träna minnet,Landskrona,25,21,6
"Tankekartor",Träna minnet,Linköping,10,13,3
"Tankekartor",Träna minnet,Lund,13,10,3
"Tankekartor",Träna minnet,Nacka,7,10,25
"Tankekartor",Träna minnet,Norrköping,9,7,18
"Tankekartor",Träna minnet,Nyköping,7,4,18
"Tankekartor",Träna minnet,Saltsjöbaden,28,25,29
"Tankekartor",Träna minnet,Spånga,10,17,14
"Tankekartor",Träna minnet,Trelleborg,7,10,25
"Tankekartor",Träna minnet,Tumba,10,26,28
"Tankekartor",Träna minnet,Tyresö,13,22,6
"Tankekartor",Träna minnet,Täby,27,7,20
"Tankekartor",Träna minnet,Uppsala,22,1,12
